codigo_produto;descricaoproduto;codigo_familia;preco_venda_unitario;custo_produto_unitario
2972700;Eco-Friendly Audiobooks Gray #375;26  ;312.20;144.72
2972800;Versatile Wall Decor Green #806;AL  ;142.20;71.50
2972900;Delicious Audiobooks Orange #714;26  ;399.00;190.81
2973100;Durable Wall Decor Lime #645;AL  ;124.40;75.90
2973600;Comfortable Wall Decor Brown #444;AL  ;290.00;171.72
2973900;Sophisticated Audiobooks Red #649;26  ;217.00;99.74
2974100;Eco-Friendly Clothing White #16;130 ;164.35;85.25
2976103;Practical Toys Olive #82;36  ;36.90;16.32
2977700;Sophisticated Audiobooks Teal #79;26  ;352.00;162.14
2982000;Comfortable Household Goods Pink #496;MSH ;167.40;70.45
2983901;Elegant Musical Accessories Teal #153;CSFC;464.90;253.09
2983902;Useful Musical Accessories Pink #309;CSFC;464.90;253.09
2983905;Comfortable Musical Accessories White #596;CSFC;464.90;253.10
2984002;Practical Musical Accessories Maroon #366;CSFC;569.40;248.73
2984004;Stylish Musical Accessories Blue #893;CSFC;569.40;248.73
2984100;Sustainable Books Yellow #396;CSMC;579.40;253.10
2984101;Fun Books Maroon #115;CSMC;579.40;253.10
2984106;Long-Lasting Books Black #429;CSMC;579.40;253.10
2985400;Useful Streaming Services Gold #175;33  ;522.00;290.00
2985800;Powerful Kitchenware Silver #286;67  ;0.98;0.38
2985801;Versatile Kitchenware Gray #528;67  ;0.49;0.19
2985802;Delicious Kitchenware Purple #266;67  ;0.57;0.23
2988500;Useful Tools Cyan #279;FR  ;112.05;58.08
2988600;Durable Tools Blue #963;FR  ;112.05;58.08
2988700;Practical Home Decor Silver #949;60  ;15.15;5.49
2992100;Practical Beauty Products Navy #976;MCT ;329.00;134.31
2992101;Elegant Beauty Products Purple #524;MCT ;329.00;134.30
2992102;Eco-Friendly Beauty Products Blue #191;MCT ;329.00;134.30
2992104;Eco-Friendly Beauty Products Teal #85;MCT ;299.40;134.31
2992106;High-Quality Beauty Products Silver #877;MCT ;299.40;134.30
2992107;Sophisticated Beauty Products Brown #573;MCT ;299.40;134.30
2992202;Modern Beauty Products Blue #658;MCT ;329.00;147.58
2992204;Elegant Beauty Products Teal #921;MCT ;299.40;134.30
2992206;Versatile Beauty Products Gray #950;MCT ;299.40;134.30
2992300;Delicious Earrings Maroon #972;CC  ;119.90;52.36
2995500;Delicious Automotive Repair Orange #388;CAMF;79.90;47.62
2995504;Practical Automotive Repair Yellow #492;CAMF;79.90;47.62
2995507;Comfortable Automotive Repair Green #850;CAMF;111.80;47.58
2995509;Versatile Automotive Repair Teal #644;CAMF;111.80;47.58
2995602;Innovative Automotive Parts and Accessories White #38;DLN ;29.90;12.27
2995603;Powerful Automotive Parts and Accessories Navy #825;DLN ;21.60;8.88
2995604;Fun Automotive Parts and Accessories Teal #15;DLN ;21.60;8.72
2995801;Sustainable Automotive Parts and Accessories Orange #568;DLN ;21.60;8.69
2995802;Durable Automotive Parts and Accessories Green #126;DLN ;21.60;8.69
2995803;Powerful Automotive Parts and Accessories Maroon #701;DLN ;21.60;9.22
2997201;Long-Lasting Automotive Repair Olive #293;CAMF;95.00;40.43
2997202;Beautiful Automotive Repair Pink #689;CAMF;95.00;40.43
2997205;Luxurious Automotive Repair Gray #705;CAMF;95.00;40.43
2997206;Stylish Automotive Repair Green #152;CAMF;95.00;40.43
2997210;Luxurious Automotive Repair Silver #388;CAMF;64.90;40.43
2997212;Comfortable Automotive Repair Orange #427;CAMF;64.90;40.43
2997218;Durable Automotive Repair Cyan #530;CAMF;95.00;40.43
2997225;Practical Automotive Repair Red #624;CAMF;64.90;40.43
2997226;Modern Automotive Repair Navy #69;CAMF;64.90;40.43
2997300;Innovative Automotive Repair Black #815;CAMF;103.20;43.91
2997305;Versatile Automotive Repair Purple #871;CAMF;103.20;43.91
2997306;Luxurious Automotive Repair Olive #349;CAMF;103.20;43.95
2997307;Long-Lasting Automotive Repair Yellow #822;CAMF;103.20;43.91
2997308;Useful Automotive Repair Pink #378;CAMF;103.20;43.91
2997310;Fun Automotive Repair Gray #903;CAMF;103.20;43.91
2997313;Sophisticated Automotive Repair Black #688;CAMF;103.20;43.95
2997319;Powerful Automotive Repair Blue #380;CAMF;103.30;43.95
2997322;Modern Automotive Repair Lime #665;CAMF;79.90;43.91
2997325;Powerful Automotive Repair Blue #390;CAMF;79.90;43.91
2997327;Elegant Automotive Repair Black #127;CAMF;103.20;43.91
2997330;Stylish Automotive Repair Brown #801;CAMF;103.20;43.91
2997400;Useful Automotive Repair Purple #486;CAMF;140.70;59.88
2997403;Eco-Friendly Automotive Repair Red #15;CAMF;140.70;59.88
2997404;High-Quality Automotive Repair Cyan #249;CAMF;140.70;59.88
2997407;Modern Automotive Repair Navy #792;CAMF;140.70;59.88
2997408;Versatile Automotive Repair White #514;CAMF;140.70;59.88
2997409;Comfortable Automotive Repair Purple #650;CAMF;140.70;59.88
2997410;Useful Automotive Repair Red #771;CAMF;140.70;59.88
2997412;Luxurious Automotive Repair Navy #602;CAMF;140.70;59.88
2997416;Versatile Automotive Repair Gray #721;CAMF;140.80;59.93
2997417;High-Quality Automotive Repair Gold #735;CAMF;140.80;59.93
2997419;Useful Automotive Repair Maroon #933;CAMF;140.80;59.93
2997500;Sophisticated Automotive Repair Purple #99;CAMF;79.90;45.23
2997502;Powerful Automotive Repair Orange #914;CAMF;79.90;45.22
2997505;Eco-Friendly Automotive Repair Purple #745;CAMF;79.90;45.23
2997603;Practical Automotive Repair Olive #905;CAMF;79.90;43.95
2997605;Sophisticated Automotive Repair Gold #20;CAMF;79.90;43.95
2997608;Powerful Automotive Repair White #542;CAMF;79.90;43.95
2997611;Elegant Automotive Repair Silver #497;CAMF;79.90;43.95
2997700;Useful Automotive Repair Orange #111;CAMF;80.80;40.43
2997701;Beautiful Automotive Repair Maroon #285;CAMF;80.80;40.43
2997703;Practical Automotive Repair Purple #174;CAMF;80.80;40.43
2997705;Elegant Automotive Repair Brown #374;CAMF;80.80;40.43
2997711;Comfortable Automotive Repair Pink #773;CAMF;80.80;40.43
2997712;Delicious Automotive Repair Gold #5;CAMF;80.80;40.43
2997713;Powerful Automotive Repair Red #194;CAMF;80.80;40.43
2997800;Powerful Automotive Repair Teal #723;CAMF;113.80;48.42
2997801;Durable Automotive Repair Olive #318;CAMF;113.80;48.42
2997802;High-Quality Automotive Repair Green #609;CAMF;113.80;48.42
2997806;Long-Lasting Automotive Repair Black #534;CAMF;113.80;48.42
2997807;Practical Automotive Repair Blue #380;CAMF;113.80;48.42
2997811;Versatile Automotive Repair Cyan #377;CAMF;113.80;48.42
2997812;High-Quality Automotive Repair Green #663;CAMF;113.80;48.42
2999300;Practical Consoles Orange #255;CPOC;63.00;28.88
2999800;Beautiful Consoles Teal #269;CPOC;71.90;29.94
2999900;Beautiful Consoles Gold #202;CPOC;53.00;24.13
3000300;Modern Audiobooks Blue #603;26  ;187.00;85.65
3002100;Durable Office Supplies Pink #517;333 ;4122.00;2289.75
3002300;Sustainable Mens Watches Gold #492;ALE ;548.00;250.00
3005701;Elegant Collectibles Orange #357;18  ;34.10;17.00
3007600;High-Quality Health and Wellness Silver #745;DAL ;149.28;65.16
3008203;Powerful Home Appliances Pink #413;CSF ;449.90;188.58
3008204;Delicious Home Appliances Magenta #212;CSF ;449.90;188.58
3008800;Sustainable Beauty Products Pink #395;MCT ;227.00;101.70
3012700;Luxurious Lighting Lime #223;CS  ;429.90;167.62
3014500;Elegant Home Decor Blue #959;60  ;2.60;1.06
3016401;Comfortable Musical Accessories Yellow #126;CSFC;340.70;148.80
3016402;Elegant Musical Accessories Orange #113;CSFC;340.70;148.80
3016404;Luxurious Musical Accessories Black #384;CSFC;340.70;148.80
3017000;Stylish Furniture Maroon #326;150 ;767.00;326.36
3017300;Delicious Musical Instruments Green #957;52  ;70.00;34.32
3019100;Comfortable Rings Brown #885;DLR ;13.40;7.11
3023203;Luxurious Kitchenware Black #78;67  ;1.53;0.59
3025102;Long-Lasting Home Appliances Red #579;CSF ;299.90;124.80
3025800;Sophisticated Audiobooks Yellow #330;26  ;246.75;211.44
3026100;Elegant Audiobooks Gold #928;26  ;561.61;257.53
3027603;Innovative Automotive Repair Cyan #765;CAMF;67.90;37.52
3027607;Elegant Automotive Repair Lime #974;CAMF;86.50;36.72
3027801;Stylish Automotive Repair Green #919;CAMF;95.00;40.43
3027802;Beautiful Automotive Repair Brown #585;CAMF;95.00;40.43
3029400;Powerful Toys Orange #603;36  ;246.50;102.30
3029700;Versatile Toys Olive #403;36  ;244.00;102.30
3030400;High-Quality Audiobooks Gold #934;26  ;95.50;43.91
3031101;Long-Lasting Tools Yellow #871;FR  ;82.00;42.50
400;Stylish Bathroom Fixtures Cyan #816;74  ;1.70;0.70
15300;Long-Lasting Clothing Yellow #500;130 ;25.50;13.21
52100;Stylish Earrings Yellow #391;CC  ;103.10;47.52
254800;Stylish Hand Tools Blue #22;DFM ;34.35;17.81
255100;Useful Hand Tools Red #933;DFM ;9.25;4.80
255900;Delicious Hand Tools Pink #971;DFM ;31.05;16.10
275700;Durable Kitchenware Pink #632;67  ;1.06;0.41
292600;Elegant Wall Decor Purple #624;AL  ;193.50;74.28
340300;Durable Audiobooks Lime #620;26  ;79.50;36.52
359500;Sophisticated Home Decor Silver #412;60  ;0.70;0.25
360500;Luxurious Tools Magenta #177;FR  ;24.40;16.13
396200;Innovative Womens Watches Gray #29;69  ;0.25;0.11
396900;Useful Home Decor Orange #833;60  ;34.60;11.81
403900;Stylish Beverages Green #847;ELE ;150.00;76.80
405400;Sustainable Books Green #168;49  ;154.60;64.15
406800;Delicious Beauty Products Purple #143;MCT ;105.00;46.98
406900;Delicious Electronics Blue #33;27  ;418.00;170.61
407700;Sustainable Entertainment Silver #756;140 ;17.35;7.21
410800;Eco-Friendly Womens Watches Pink #424;69  ;0.25;0.11
410900;Practical Womens Watches Olive #231;69  ;0.40;0.16
411000;Delicious Womens Watches Red #309;69  ;0.40;0.16
417200;Sophisticated Entertainment Yellow #957;140 ;29.35;12.17
420900;Beautiful Womens Watches Green #953;69  ;0.45;0.18
433000;Sustainable Home Decor Navy #174;60  ;7.25;2.61
468500;Stylish Clothing Yellow #178;130 ;191.80;76.18
470700;Fun Furniture Silver #878;150 ;638.00;271.34
471100;Luxurious Clothing Gray #133;130 ;31.50;16.32
479400;Stylish Clothing Olive #942;130 ;19.75;10.16
479500;Stylish Clothing Teal #148;130 ;61.50;31.82
479600;Sustainable Furniture Black #449;150 ;165.90;38.51
481400;Sustainable Musical Instruments Gray #207;CRM ;758.00;371.05
490800;Fun Entertainment Navy #135;140 ;45.90;19.03
497100;Durable Furniture Navy #512;150 ;116.00;49.07
503900;Luxurious Hand Tools Black #574;DFM ;8.15;4.21
504000;Delicious Home Decor Purple #744;60  ;8.30;3.29
507600;Innovative Clothing Maroon #33;130 ;13.00;6.67
507700;Powerful Clothing Silver #879;130 ;36.25;18.71
507800;Powerful Clothing Navy #350;130 ;32.75;16.93
508100;Luxurious Clothing Silver #152;130 ;45.00;23.22
508900;Elegant Clothing Lime #563;130 ;104.75;54.32
509000;Eco-Friendly Clothing Navy #234;130 ;40.25;20.78
511100;Luxurious Hand Tools Black #513;DFM ;17.20;8.91
513600;Innovative Clothing Blue #361;130 ;19.25;9.98
513700;Elegant Clothing Purple #319;130 ;21.75;11.17
513800;Eco-Friendly Clothing Yellow #727;130 ;40.25;20.82
518700;Eco-Friendly Clothing White #839;130 ;23.25;11.99
519000;Sustainable Clothing Navy #8;130 ;53.00;27.42
519500;Comfortable Clothing Navy #109;130 ;64.50;33.40
519900;Innovative Clothing Pink #33;130 ;55.50;28.77
528100;High-Quality Plants and Flowers Blue #923;CRS ;841.00;467.07
528800;Modern Clothing Gold #300;130 ;45.50;23.54
531202;Beautiful Clothing Orange #825;130 ;22.30;11.55
533900;Fun Clothing Brown #678;130 ;107.25;55.61
538700;Innovative Clothing Green #219;130 ;65.50;33.94
544900;High-Quality Clothing Magenta #164;130 ;62.00;32.13
546800;Useful Productivity Purple #845;31  ;246.00;129.32
549600;Practical Clothing Olive #404;130 ;59.00;30.54
550200;Elegant Clothing Cyan #589;130 ;75.00;38.84
554300;Luxurious Furniture Teal #365;150 ;932.00;441.65
556800;High-Quality Clothing Cyan #844;130 ;49.75;25.72
560200;Sophisticated Bathroom Fixtures Silver #712;74  ;1.20;0.49
566500;Useful Clothing Lime #128;130 ;44.50;22.97
569500;Beautiful Home Decor Brown #33;60  ;155.45;56.31
569600;Fun Home Decor Lime #500;60  ;73.00;23.98
583200;Luxurious Clothing Lime #727;130 ;54.00;27.97
601400;Practical Productivity Olive #594;31  ;340.00;178.68
604800;Innovative Clothing Brown #435;130 ;50.50;26.09
608200;Practical Womens Watches Gold #218;69  ;0.40;0.16
609800;Eco-Friendly Clothing Silver #205;130 ;84.50;43.78
643200;Luxurious Rings Gold #94;DLR ;27.00;12.39
649000;High-Quality Clothing Gold #199;130 ;23.75;12.31
653500;Sustainable Streaming Services Teal #843;33  ;654.00;342.50
658900;Beautiful Clothing White #220;130 ;56.25;29.16
661700;Innovative Cleaning Supplies Green #42;1   ;36.50;15.54
686200;Durable Clothing Red #443;130 ;39.00;20.14
691300;Stylish Clothing Red #778;130 ;25.25;13.03
692300;Sustainable Movies White #855;0   ;479.00;255.89
697900;Delicious Clothing Yellow #63;130 ;191.80;76.18
699600;Durable Home Decor Brown #93;60  ;4.85;1.64
704700;Powerful Clothing Teal #781;130 ;35.50;18.30
716800;Stylish Clothing Teal #553;130 ;43.50;22.48
718000;Stylish Ebooks Blue #28;CBP ;63.50;30.09
743700;Powerful Kitchenware Cyan #325;67  ;3.85;1.49
745600;Durable Kitchenware Cyan #160;67  ;1.94;0.76
748500;Beautiful Kitchenware Gold #72;67  ;0.75;0.28
748600;Useful Kitchenware Yellow #154;67  ;0.60;0.23
748700;Stylish Kitchenware Blue #306;67  ;0.90;0.32
749900;Useful Beverages Navy #821;ELE ;224.00;114.68
750100;Sustainable Entertainment Magenta #864;140 ;18.85;8.23
751400;Fun Ebooks Orange #206;CBP ;155.40;73.71
751800;Sophisticated Home Decor Maroon #217;60  ;3.90;1.32
775400;Modern Musical Instruments Silver #996;52  ;88.00;40.39
782700;Delicious Electronics Orange #7;27  ;304.00;114.96
783800;Delicious Electronics Silver #412;27  ;298.00;128.75
784100;Durable Electronics Pink #951;27  ;298.00;128.75
784300;Long-Lasting Electronics Silver #116;27  ;298.00;128.75
784400;High-Quality Electronics Olive #446;27  ;298.00;128.75
785300;Delicious Audiobooks Pink #913;26  ;103.00;47.20
789600;Luxurious Earrings Olive #881;CC  ;25.70;11.20
798800;Powerful Clothing Green #211;130 ;102.25;53.04
805200;Long-Lasting Audiobooks Green #404;26  ;127.00;58.17
806700;Versatile Home Decor Cyan #80;60  ;21.65;7.39
815500;Sophisticated Home Decor Maroon #749;60  ;150.55;61.60
828500;Powerful Home Decor Silver #344;60  ;3.50;1.18
849900;Modern Audiobooks Magenta #641;26  ;87.50;40.14
853300;Elegant Flooring Silver #772;17  ;89.10;36.95
853500;Beautiful Flooring Maroon #904;17  ;35.40;14.66
856600;Powerful Womens Watches Olive #347;69  ;33.80;13.99
864200;Practical Tools Green #715;FR  ;25.90;13.35
864300;Sustainable Tools Navy #636;FR  ;25.90;13.35
870000;Fun Books Gray #1;49  ;93.50;38.65
870400;Versatile Books Yellow #188;49  ;93.50;38.65
870403;Stylish Books Green #22;49  ;93.50;38.65
870600;Comfortable Books Brown #914;49  ;93.50;38.65
889300;Sustainable Movies Teal #69;0   ;479.00;255.89
906700;Durable Clothing Blue #776;130 ;35.75;18.45
915300;Versatile Watches Magenta #652;63  ;1498.00;727.06
931400;Powerful Entertainment Yellow #386;140 ;151.50;62.76
933700;Sustainable Toys Green #530;36  ;22.90;10.13
933800;Long-Lasting Toys Navy #357;36  ;22.90;10.13
933900;Luxurious Toys White #395;36  ;22.90;10.13
934000;Stylish Toys Teal #498;36  ;22.90;10.13
946800;Long-Lasting Electronics Red #35;27  ;412.60;157.19
961900;Useful Office Supplies Gray #874;333 ;3495.00;1941.15
965900;Luxurious Entertainment Black #84;140 ;3.07;1.28
966900;Durable Audiobooks Orange #35;26  ;288.00;159.87
971000;Sophisticated Home Decor Teal #733;60  ;33.90;12.28
981400;Sustainable Electronics Lime #589;27  ;369.80;160.06
985300;Modern Electronics Cyan #119;27  ;369.80;160.06
985400;Modern Electronics Pink #369;27  ;369.80;160.06
985700;Useful Electronics Orange #38;27  ;412.60;185.09
985800;Luxurious Electronics Magenta #169;27  ;412.60;178.61
986600;Durable Marine Supplies Maroon #780;MCAT;138.10;83.60
986700;Stylish Marine Supplies Lime #616;MCAT;138.10;83.60
986800;Delicious Marine Supplies Blue #866;MCAT;138.10;55.73
986900;Powerful Marine Supplies Orange #852;MCAT;138.10;83.60
987100;Practical Marine Supplies Red #112;MCAT;192.10;77.54
987200;Innovative Marine Supplies Brown #191;MCAT;192.10;77.54
994900;Sophisticated Beauty Products White #741;MCT ;166.00;74.15
995000;Eco-Friendly Beauty Products Blue #653;MCT ;166.00;74.15
995300;Practical Beauty Products Brown #464;MCT ;166.00;67.48
995500;Practical Beauty Products Yellow #448;MCT ;166.00;67.48
995700;Delicious Beauty Products Yellow #640;MCT ;166.00;74.15
995800;Luxurious Beauty Products Magenta #500;MCT ;166.00;74.15
996000;Durable Beauty Products Magenta #587;MCT ;166.00;74.15
996100;Long-Lasting Beauty Products Cyan #773;MCT ;166.00;67.48
996700;Beautiful Beauty Products Brown #957;MCT ;102.00;45.63
996800;Comfortable Beauty Products Brown #339;MCT ;102.00;45.63
997100;Practical Beauty Products White #512;MCT ;102.00;41.52
997102;Innovative Beauty Products Green #343;MCT ;102.00;45.63
997103;Powerful Beauty Products Magenta #751;MCT ;102.00;45.63
997500;Durable Beauty Products Yellow #609;MCT ;102.00;45.63
1002700;Elegant Ebooks Green #721;CBP ;168.20;79.76
1003400;Modern Musical Instruments Gold #674;52  ;90.40;43.56
1003500;Stylish Movies Black #67;0   ;479.00;255.84
1003600;High-Quality Movies Magenta #672;0   ;479.00;255.84
1003700;Luxurious Sound Equipment Red #170;FXA ;203.00;106.53
1003900;Long-Lasting Sound Equipment Blue #309;FXA ;257.00;135.26
1004000;Sustainable Sound Equipment Purple #676;FXA ;288.00;151.23
1006500;Sustainable Clothing Brown #753;130 ;131.00;67.49
1011000;Useful Home Decor Gold #926;60  ;2.10;1.05
1020200;Sophisticated Womens Watches Maroon #948;69  ;0.55;0.23
1021000;Comfortable Entertainment Brown #4;140 ;8.00;3.16
1021600;Powerful Sound Equipment Silver #745;FXA ;170.00;89.19
1024900;Beautiful Video Games Magenta #483;ENT ;275.50;113.37
1032300;Practical Bathroom Fixtures Pink #141;74  ;38.00;15.77
1036300;Comfortable Sound Equipment Yellow #41;FXA ;119.50;62.81
1048700;Durable Wall Decor Black #344;AL  ;161.00;66.13
1048800;High-Quality Wall Decor Blue #394;AL  ;182.00;74.68
1051600;Stylish Streaming Services Blue #31;33  ;685.00;380.18
1066700;Useful Hobbies Silver #702;190 ;66.10;39.97
1067600;Comfortable Hobbies Red #831;190 ;23.90;13.67
1069100;Innovative Hobbies Black #942;190 ;18.20;10.42
1077600;Sustainable Electronics Gold #669;27  ;418.00;180.93
1080100;Durable Movies Gray #485;0   ;479.00;249.13
1084000;Versatile Electronics Teal #860;27  ;369.80;165.87
1085300;Comfortable Electronics Teal #292;27  ;355.00;158.87
1085510;Useful Electronics Olive #456;27  ;301.00;134.62
1085600;High-Quality Electronics Orange #8;27  ;422.00;189.03
1085601;Sophisticated Electronics Gold #658;27  ;391.00;169.22
1085602;Comfortable Electronics Navy #945;27  ;391.00;169.22
1085603;Elegant Electronics Black #519;27  ;391.00;158.70
1085604;Durable Electronics White #856;27  ;354.00;158.70
1085700;Durable Electronics White #348;27  ;422.00;182.41
1085803;Eco-Friendly Electronics Blue #667;27  ;422.00;189.03
1085900;Innovative Electronics Lime #51;27  ;382.00;171.07
1086302;Durable Electronics Purple #900;27  ;327.00;141.50
1090900;Luxurious Books Yellow #390;49  ;248.00;102.87
1105000;Versatile Rings Teal #987;DLR ;34.00;15.31
1107000;Practical Kitchenware Orange #292;67  ;0.60;0.22
1112300;Useful Home Decor Blue #6;60  ;35.10;12.72
1115800;Eco-Friendly Beauty Products White #994;MCT ;105.00;46.97
1116000;Useful Beauty Products Olive #552;MCT ;105.00;37.95
1122300;Useful Creativity Navy #594;DESA;25.80;12.96
1122400;Practical Creativity Silver #149;DESA;30.00;15.09
1124100;Beautiful Kitchenware Purple #703;67  ;0.90;0.35
1125900;Fun Hobbies Olive #257;190 ;92.30;52.80
1126000;Delicious Hobbies Gold #556;190 ;22.90;13.07
1126200;Long-Lasting Hobbies Cyan #995;190 ;22.90;13.07
1126201;Fun Hobbies Magenta #758;190 ;22.90;13.07
1126800;Practical Hobbies Cyan #974;190 ;90.40;51.74
1126900;Comfortable Hobbies Purple #859;190 ;57.00;32.58
1140000;Practical Books White #216;49  ;154.60;64.15
1140100;Stylish Books Gray #437;49  ;154.60;64.15
1140300;Useful Books Purple #557;49  ;192.75;69.43
1145800;Beautiful Bedding Gray #518;MMS ;1049.00;568.15
1146000;Beautiful Bedding Gold #718;MMS ;1049.00;581.08
1147400;Luxurious Cleaning Supplies Lime #733;1   ;63.00;25.27
1147500;Long-Lasting Cleaning Supplies Purple #230;1   ;63.00;25.27
1148200;Luxurious Pet Supplies White #538;35  ;49.50;25.90
1148300;Beautiful Pet Supplies Magenta #241;35  ;49.50;25.90
1148400;Long-Lasting Pet Supplies White #69;35  ;49.50;25.90
1153400;Luxurious Streaming Services Lime #265;33  ;729.00;404.77
1161100;Eco-Friendly Office Supplies Yellow #496;333 ;2534.00;1257.71
1162400;Versatile Office Supplies Maroon #891;333 ;2534.00;1499.00
1162600;Versatile Office Supplies Green #78;333 ;2534.00;1177.44
1164000;High-Quality Watches Maroon #847;CR  ;3074.00;1818.91
1165800;Long-Lasting Creativity Gray #490;DESA;27.60;15.24
1177200;Practical Tools Maroon #150;FR  ;19.80;10.27
1178600;Elegant Watches Magenta #957;CR  ;3590.00;2022.61
1183000;Useful Office Supplies Gold #800;333 ;2534.00;1272.82
1183200;Practical Collectibles Olive #904;18  ;142.90;65.89
1183300;High-Quality Collectibles Green #749;18  ;142.90;65.90
1192500;Delicious Watches Magenta #861;CR  ;3590.00;2123.74
1197200;Powerful Musical Instruments Yellow #861;CRM ;3083.00;1884.47
1197300;Delicious Software Cyan #644;HBE ;36.90;18.00
1201500;Innovative Earrings Gray #167;CC  ;78.60;34.32
1202100;Elegant Cleaning Supplies Magenta #692;1   ;115.00;54.04
1224500;Durable Gaming Accessories Cyan #232;CBE ;2417.00;1342.57
1232800;Durable Tools Orange #962;FR  ;66.90;37.01
1232900;Versatile Tools Blue #999;FR  ;66.90;37.01
1233000;Innovative Tools Blue #484;FR  ;66.90;37.01
1242600;Sustainable Software Gold #692;HBE ;44.20;23.67
1243400;Versatile Jewelry Purple #590;036 ;34.80;32.14
1250500;Long-Lasting Home Decor Brown #141;60  ;2.85;1.16
1272800;Fun Electronics Blue #608;27  ;247.00;110.48
1296200;Sustainable Beauty Products Red #456;MCT ;254.00;79.16
1296201;Innovative Beauty Products Green #291;MCT ;254.00;113.95
1296500;Sophisticated Beauty Products Gold #69;MCT ;279.90;156.24
1296900;Innovative Electronics Yellow #888;27  ;423.00;189.36
1297100;Stylish Electronics Yellow #496;27  ;423.00;157.46
1297800;Practical Electronics Teal #667;27  ;461.00;206.64
1298300;Eco-Friendly Electronics Pink #704;27  ;532.00;238.32
1298400;Luxurious Electronics Navy #235;27  ;532.00;207.36
1298700;Sustainable Beauty Products Cyan #501;MCT ;310.00;120.96
1298900;Practical Beauty Products Blue #779;MCT ;299.90;139.71
1299200;Sustainable Beauty Products Brown #862;MCT ;349.90;130.92
1299300;Innovative Beauty Products Lime #678;MCT ;349.90;198.72
1299500;Beautiful Electronics Maroon #657;27  ;413.00;185.04
1299600;Innovative Electronics Green #994;27  ;413.00;185.04
1309800;Innovative Beauty Products Black #267;MCT ;95.00;42.28
1324800;Stylish Electronics Blue #884;27  ;333.00;149.27
1325300;Useful Electronics White #594;27  ;617.00;276.48
1339700;Comfortable Software Teal #996;HBE ;22.00;9.35
1360100;Durable Consoles Green #753;CPOC;39.40;15.00
1365600;Versatile Food Maroon #856;42  ;3777.90;1872.04
1366600;Long-Lasting Hobbies Orange #881;190 ;34.90;19.98
1377700;Useful Cleaning Supplies Olive #13;1   ;47.00;20.57
1377702;High-Quality Cleaning Supplies Black #435;1   ;47.00;21.64
1377900;Sustainable Cleaning Supplies Cyan #263;1   ;47.00;21.65
1381201;Practical Beauty Products Teal #154;MCT ;299.90;184.32
1382200;Sustainable Office Supplies Silver #957;333 ;3694.00;2051.80
1397900;Eco-Friendly Personal Care Magenta #355;75  ;143.00;62.44
1399400;Practical Health and Wellness Navy #510;DAL ;16.55;7.21
1399600;Delicious Health and Wellness Navy #216;DAL ;17.25;7.53
1401900;Durable Cleaning Supplies Black #92;1   ;47.00;21.65
1402200;Comfortable Entertainment Yellow #287;140 ;65.45;27.15
1402300;High-Quality Entertainment Red #217;140 ;15.10;6.26
1410600;Delicious Security Cyan #233;DET ;76.35;39.60
1412600;High-Quality Rings Purple #157;DLR ;16.00;8.22
1412700;Eco-Friendly Rings Green #406;DLR ;12.00;5.99
1413607;Fun Toys Navy #416;36  ;19.90;36.78
1414000;Delicious Wall Decor Gray #705;AL  ;65.90;25.55
1416000;Versatile Software Gold #981;HBE ;44.20;23.66
1418001;Eco-Friendly Electronics Purple #606;27  ;186.50;78.32
1419900;Fun Electronics Gold #431;27  ;256.95;115.28
1420000;Innovative Electronics Orange #990;27  ;256.95;110.88
1420100;Beautiful Electronics Navy #741;27  ;256.95;110.88
1420300;Eco-Friendly Electronics Olive #72;27  ;353.10;158.40
1423400;Durable Hobbies Olive #856;190 ;16.00;9.12
1423402;Practical Hobbies Yellow #190;190 ;16.00;9.12
1426000;Fun Electronics Purple #9;27  ;422.00;182.41
1426100;Beautiful Electronics Green #834;27  ;355.00;107.95
1426300;Powerful Electronics Teal #818;27  ;355.00;153.31
1426400;Eco-Friendly Electronics Gray #839;27  ;355.00;153.31
1427000;Powerful Electronics Silver #267;27  ;353.10;158.40
1427500;Luxurious Electronics Pink #796;27  ;272.65;122.32
1427800;High-Quality Electronics Orange #129;27  ;272.65;115.28
1428400;Long-Lasting Cleaning Supplies Cyan #65;1   ;729.90;410.44
1429300;Elegant Cleaning Supplies Green #410;1   ;273.00;138.67
1430000;Fun Cleaning Supplies Gold #142;1   ;277.00;140.59
1432100;Useful Electronics White #183;27  ;413.00;185.04
1435000;Powerful Software Purple #768;HBE ;56.30;30.13
1442700;Sophisticated Hobbies Navy #510;190 ;16.00;9.12
1453100;Useful Rings Cyan #394;DLR ;148.50;68.44
1456702;Practical Electronics Olive #724;27  ;247.00;110.48
1456801;Delicious Electronics Pink #750;27  ;298.00;128.76
1456802;Sustainable Electronics Yellow #411;27  ;327.00;146.62
1460600;Modern Sound Equipment Teal #454;FXA ;159.00;109.36
1460700;Beautiful Sound Equipment Navy #210;FXA ;236.00;123.99
1462200;Long-Lasting Necklaces Red #854;22  ;268.80;123.15
1469500;Eco-Friendly Clothing Blue #470;130 ;19.50;10.00
1470500;Eco-Friendly Video Games Green #529;ENT ;286.50;117.37
1471900;Practical Electronics Purple #35;27  ;470.20;203.54
1474400;Delicious Beauty Products Black #964;MCT ;241.00;108.00
1475801;Long-Lasting Software Teal #120;OTMO;375.00;208.24
1475900;Comfortable Software Maroon #266;OTMO;328.00;160.43
1476600;High-Quality Hobbies Blue #20;190 ;28.30;16.16
